FranchiseeName,FranchiseeID,StoreID,StoreName
Misha Glowacki,2081,101235,101235 - Oriole
Lazar Hatherley,2698,101234,101234 - Prentice
Suzie Hustings,2385,101233,101233 - John Wall
Lorna Vasyunichev,2414,101232,101232 - Spaight
Karrie Greenway,2584,101231,101231 - Hazelcrest
Rowena Mudle,2539,101230,101230 - Loeprich
Xena Graine,2143,101229,101229 - Brickson Park
Grazia Izakson,2603,101228,101228 - Claremont
Kin Bracchi,2267,101227,101227 - Oak
Tasia Fradson,2037,101226,101226 - Redwing
Aindrea Clapperton,2439,101225,101225 - Westridge
Corenda Kerwin,2596,101224,101224 - Randy
Alister Barrick,2526,101223,101223 - Morningstar
Hugues Maddaford,2644,101222,101222 - Warner
Bret Seeking,2117,101221,101221 - Truax
Kippy Fellows,2323,101220,101220 - Bobwhite
Kit Sparks,2069,101219,101219 - Mockingbird
Brady Clark,2261,101218,101218 - Holy Cross
Ali Slowly,2044,101217,101217 - Garrison
Conant Delyth,2467,101216,101216 - Goodland
Maye Deuss,2353,101215,101215 - Redwing
Osbourn Sharvell,2033,101214,101214 - Veith
Steve Paal,2367,101213,101213 - 1st
Sherman Boustead,2302,101213,101213 - 1st
May Hollow,2166,101212,101212 - Twin Pines
Nonie Jerrems,2016,101211,101211 - Debra
Kristyn Walewicz,2295,101210,101210 - Fairfield
Tracie Olyff,2450,101209,101209 - Carey
Rudolf Jellett,2400,101208,101208 - Rusk
Whitney Phette,2174,101207,101207 - Raven
Ben Ragot,2104,101206,101206 - Dexter
Shauna Charnock,2662,101205,101205 - Schurz
Clarice Pyffe,2022,101204,101204 - Morning
Jaime Hrachovec,2019,101203,101203 - Bluejay
Fleur Cokayne,2462,101202,101202 - Southridge
Olga Barter,2509,101201,101201 - Surrey
Pincus Hender,2540,101200,101200 - Spaight
Abrahan Tarply,2200,101199,101199 - Hanover
Morgen Schieferstein,2543,101198,101198 - Autumn Leaf
Karrie Greenway,2584,101197,101197 - Cody
Fons Janton,2235,101196,101196 - Lakeland
Blanch Warland,2567,101195,101195 - Amoth
Alister Barrick,2526,101194,101194 - Morning
Jeralee Keen,2476,101193,101193 - Ludington
Rosamond Jenkyn,2071,101192,101192 - Raven
Steve Paal,2367,101191,101191 - Boyd
Torie Kohler,2190,101190,101190 - Bayside
Basile Keat,2255,101189,101189 - Southridge
Chrisy Buscher,2018,101188,101188 - Dennis
Curry Jowett,2386,101188,101188 - Dennis
Egbert Tissier,2372,101187,101187 - Maple
Jeniece Baniard,2503,101186,101186 - Sugar
Olivie Duberry,2451,101185,101185 - Hoepker
Lyndel Farrear,2105,101184,101184 - Arizona
Nikki Elletson,2371,101183,101183 - David
Normy Keenlayside,2607,101182,101182 - Sommers
Jeralee Keen,2476,101181,101181 - Merry
Marie-ann Lermouth,2404,101180,101180 - Anthes
Alvera Rubenchik,2459,101179,101179 - Derek
Hoyt Reimers,2318,101178,101178 - Sachtjen
Abrahan Tarply,2200,101177,101177 - Heffernan
Nike Kesterton,2112,101176,101176 - Oxford
Suzie Hustings,2385,101175,101175 - Anthes
Karry Jerratsch,2078,101174,101174 - Rockefeller
Hatti Croxley,2609,101173,101173 - Ohio
Gamaliel Kamen,2097,101172,101172 - Fairview
Peter Figurski,2485,101171,101171 - Melvin
Paola Guillain,2313,101170,101170 - Dayton
Lyndel Farrear,2105,101169,101169 - Village Green
Cletis Allmark,2234,101168,101168 - Moland
Fleur Cokayne,2462,101167,101167 - Milwaukee
Roda Grayshan,2366,101166,101166 - Shasta
Hervey Benninck,2050,101165,101165 - Northview
Kristal Surmeir,2225,101164,101164 - Schiller
Reid Ireson,2606,101163,101163 - Nevada
Delora Teresia,2163,101162,101162 - Fallview
Germaine Ower,2039,101161,101161 - Huxley
Nowell Everill,2118,101160,101160 - Pond
Hugues Maddaford,2644,101159,101159 - International
Delilah Kingdon,2159,101158,101158 - Butternut
Gerry Biaggelli,2247,101157,101157 - Cherokee
Regan Cope,2249,101156,101156 - Lukken
Lem Jorgensen,2602,101155,101155 - Haas
Analise Nealey,2170,101154,101154 - Westport
Angelita Smooth,2395,101153,101153 - Village
Lane Flieger,2392,101152,101152 - David
Anthony O'Flaverty,2426,101152,101152 - David
Pippo Coldman,2533,101151,101151 - Dixon
Jeniece Baniard,2503,101150,101150 - Pearson
Erastus Pallasch,2614,101149,101149 - Arapahoe
Bianca Boyne,2273,101148,101148 - Lawn
Dale Kubista,2123,101147,101147 - Morrow
Angelita Smooth,2395,101146,101146 - Sunbrook
Lyndel Farrear,2105,101145,101145 - Forster
Lona Smallman,2363,101144,101144 - Bartillon
Helenka Ballingal,2280,101143,101143 - Lakewood Gardens
Ricki Winspurr,2369,101142,101142 - Sunnyside
L;urette McVaugh,2115,101141,101141 - Washington
Selia Woolerton,2443,101140,101140 - Gina
Sharl Whorall,2214,101139,101139 - Golf Course
Maxim Bursnell,2440,101138,101138 - Shopko
Chrissy Shields,2008,101137,101137 - Hanson
Tracie Olyff,2450,101136,101136 - Cody
Britney Rudd,2377,101135,101135 - Kedzie
Kin Bracchi,2267,101134,101134 - Bowman
Albie Petracchi,2361,101133,101133 - Blackbird
Court Harrowell,2691,101132,101132 - Barby
Kristyn Walewicz,2295,101131,101131 - Twin Pines
Gale Reader,2461,101130,101130 - Bunting
Zeke Patrie,2160,101129,101129 - Schlimgen
Kellby Coger,2656,101128,101128 - Bobwhite
Sorcha Kersley,2442,101127,101127 - Paget
Fayette Tolworthie,2554,101126,101126 - Thompson
Fayette Tolworthie,2554,101125,101125 - Harper
Price O' Liddy,2246,101124,101124 - Summer Ridge
Justen Barbisch,2549,101123,101123 - Roxbury
Eziechiele Oliffe,2079,101122,101122 - Dapin
Leena Deuss,2591,101121,101121 - Michigan
Vinson Staples,2438,101120,101120 - Elka
Giselle Whelan,2305,101119,101119 - Rockefeller
Willyt Beazley,2099,101118,101118 - Valley Edge
Em Sangster,2236,101117,101117 - Arapahoe
Rowena Mudle,2539,101116,101116 - Butternut
Nonie Jerrems,2016,101115,101115 - Fallview
Dunstan Blandamore,2129,101114,101114 - Rockefeller
Aristotle Haylands,2511,101113,101113 - Ridgeway
Normy Keenlayside,2607,101112,101112 - Sloan
Gillie Thundercliffe,2368,101111,101111 - Sycamore
Haskell Blackall,2328,101110,101110 - New Castle
Stanislas Caughte,2560,101109,101109 - Welch
Jae Mailey,2201,101108,101108 - Mccormick
Quinn Aaronsohn,2212,101107,101107 - Elka
Ava Cawte,2072,101106,101106 - Lindbergh
Shep Wolton,2056,101105,101105 - Esker
Barrie Jakab,2169,101104,101104 - Grover
Joel Thomelin,2080,101103,101103 - Ludington
Giustino Bour,2552,101102,101102 - Sugar
Jaime Hrachovec,2019,101101,101101 - Ronald Regan
Kippy Fellows,2323,101100,101100 - Bowman
Celia Hagergham,2430,101099,101099 - New Castle
Elianore Saturley,2388,101098,101098 - Washington
Mattias Neeves,2031,101097,101097 - Montana
Oberon Fuller,2610,101096,101096 - Helena
Egbert Tissier,2372,101095,101095 - American Ash
Xena Graine,2143,101094,101094 - Commercial
Lannie Volks,2182,101093,101093 - Mcguire
Nowell Everill,2118,101092,101092 - Sachtjen
Giacobo Gillbanks,2571,101091,101091 - Old Shore
Hugues Maddaford,2644,101090,101090 - Brickson Park
Rudolf Jellett,2400,101089,101089 - Hudson
Theodor Jeannel,2089,101088,101088 - Sachs
Tiffy Jakov,2405,101087,101087 - Starling
Dukey Livingstone,2153,101086,101086 - Mifflin
Pippo Coldman,2533,101085,101085 - Briar Crest
Nanice Langhorne,2046,101084,101084 - Springview
Auberon Learmont,2063,101083,101083 - Ridge Oak
Nanice Langhorne,2046,101082,101082 - Westport
Base Kinnard,2523,101081,101081 - Delladonna
Casey Sollis,2520,101080,101080 - Erie
Yasmeen Woolard,2380,101079,101079 - Debra
Paola Guillain,2313,101078,101078 - Bellgrove
Maye Deuss,2353,101077,101077 - Muir
Aristotle McGlashan,2317,101076,101076 - Hauk
Estelle Clementel,2397,101075,101075 - Eastlawn
Tracie Olyff,2450,101074,101074 - Riverside
Alastair McBrearty,2073,101073,101073 - Buena Vista
Bordy Humphries,2260,101072,101072 - Kim
Latrina Everleigh,2053,101071,101071 - 3rd
Ferd Fairweather,2455,101070,101070 - Becker
Fabio Godin,2694,101069,101069 - Mcguire
Yasmeen Woolard,2380,101068,101068 - Hoepker
Suzie Hustings,2385,101067,101067 - Rieder
Symon Dahlberg,2331,101066,101066 - American
Karney Downes,2600,101065,101065 - Calypso
Pippo Coldman,2533,101064,101064 - Washington
Rosamond Jenkyn,2071,101063,101063 - Dayton
Fayre Tomsa,2210,101062,101062 - Briar Crest
Shep Wolton,2056,101061,101061 - Oxford
Bay Bruckental,2418,101060,101060 - Meadow Vale
Joel Thomelin,2080,101059,101059 - Sommers
Theodor Jeannel,2089,101058,101058 - Del Sol
Morgen Schieferstein,2543,101057,101057 - Victoria
Farrel Simanek,2339,101056,101056 - Hazelcrest
Farrel Simanek,2339,101055,101055 - Carberry
Devland Hulks,2243,101054,101054 - Ilene
Catie Negus,2580,101053,101053 - Brentwood
Britney Rudd,2377,101052,101052 - Melvin
Betty McGirr,2047,101051,101051 - Fair Oaks
Haskell Blackall,2328,101050,101050 - Montana
Derrick Duffit,2274,101049,101049 - Scofield
Curry Jowett,2386,101048,101048 - Weeping Birch
Timothee Lock,2688,101047,101047 - Stone Corner
Hyacinthie Boncore,2337,101046,101046 - Westend
Kristyn Walewicz,2295,101045,101045 - Heath
Riordan Klais,2370,101044,101044 - Lakeland
Clarice Pyffe,2022,101043,101043 - Judy
Barrie Jakab,2169,101042,101042 - Derek
Nico Petchey,2216,101041,101041 - Namekagon
Brady Clark,2261,101040,101040 - Truax
Damian Rimes,2194,101039,101039 - American
Barrie Jakab,2169,101038,101038 - Boyd
Gerrilee MacArd,2572,101037,101037 - Arkansas
Bevan Licciardi,2132,101036,101036 - Hayes
Gamaliel Kamen,2097,101035,101035 - Mendota
Patricia Howick,2620,101034,101034 - Drewry
Patricia Howick,2620,101033,101033 - Mayer
Lannie Volks,2182,101032,101032 - Randy
Breanne Klisch,2058,101031,101031 - Milwaukee
Analise Nealey,2170,101030,101030 - International
Sterne Wiersma,2167,101029,101029 - Dovetail
Sayre Cluely,2684,101029,101029 - Dovetail
Sterne Wiersma,2167,101028,101028 - Sauthoff
Mirilla Extil,2068,101027,101027 - Mosinee
Jennica Biaggelli,2026,101026,101026 - Daystar
Brett Yukhnini,2310,101025,101025 - Ramsey
Em Sangster,2236,101024,101024 - Gerald
Merrick MacQuist,2133,101023,101023 - Hudson
Reese Gasnell,2245,101022,101022 - 4th
Hoyt Reimers,2318,101021,101021 - Hermina
Ermanno Dyhouse,2643,101020,101020 - Sutteridge
Dreddy Stoltz,2613,101019,101019 - Express
Theodor Jeannel,2089,101018,101018 - Carioca
Fayette Tolworthie,2554,101017,101017 - Helena
Jennica Biaggelli,2026,101016,101016 - North
Lewiss Al Hirsi,2583,101015,101015 - Mockingbird
Ashley Roblett,2491,101014,101014 - Haas
Pippo Coldman,2533,101013,101013 - Thackeray
Ruthi Copozio,2512,101012,101012 - Stang
Desmund Tailour,2446,101011,101011 - Acker
Clarice Pyffe,2022,101010,101010 - Atwood
Concordia Banker,2082,101009,101009 - Columbus
Fidelio Couchman,2155,101008,101008 - Lighthouse Bay
Alexio Pearlman,2293,101007,101007 - Tennyson
Florie Phythian,2534,101006,101006 - Rieder
Rolf Stainton - Skinn,2589,101005,101005 - Dakota
Paola Guillain,2313,101004,101004 - Commercial
Delmore Jayume,2077,101003,101003 - Thackeray
Dale Kubista,2123,101002,101002 - Buhler
Dunstan Blandamore,2129,101001,101001 - Summerview
Rolf Stainton - Skinn,2589,101000,101000 - Schlimgen
Starla Tiner,2043,100999,100999 - Loftsgordon
Erena Eastgate,2547,100998,100998 - Bonner
Fleur Cokayne,2462,100997,100997 - Barby
Lewiss Al Hirsi,2583,100996,100996 - Clemons
Anselma Glancey,2671,100995,100995 - Debra
Jannelle O'Cosgra,2649,100994,100994 - Morrow
Anna Fishpond,2403,100993,100993 - Mosinee
Ariel O'Kerin,2655,100992,100992 - Portage
Pincus Hender,2540,100991,100991 - Schurz
Florie Phythian,2534,100990,100990 - Heath
Valencia Craik,2265,100989,100989 - Sommers
Batsheva Broadstock,2689,100988,100988 - Novick
Doroteya Gobell,2444,100987,100987 - Hanson
Karlotta Fassam,2492,100986,100986 - Dwight
Hugues Maddaford,2644,100985,100985 - Kedzie
Blanch Warland,2567,100984,100984 - Southridge
Albie Petracchi,2361,100983,100983 - Ilene
Auroora Yonnie,2232,100982,100982 - Linden
Ava Cawte,2072,100981,100981 - Artisan
Wilmette Moen,2279,100980,100980 - Hoepker
Giselle Whelan,2305,100979,100979 - Butternut
Morly Foan,2489,100978,100978 - Fuller
Vivienne Plum,2140,100977,100977 - Wayridge
Vivienne Plum,2140,100976,100976 - Springs
Paola Guillain,2313,100975,100975 - Lien
Brady Clark,2261,100974,100974 - Almo
Roderick Le Gallo,2587,100973,100973 - Claremont
Mariya Woollends,2303,100972,100972 - Meadow Valley
Alick Cobbe,2172,100971,100971 - Lakeland
Haskell Blackall,2328,100970,100970 - Troy
Newton Cassley,2387,100969,100969 - Russell
Steve Paal,2367,100968,100968 - Lindbergh
Sherman Boustead,2302,100968,100968 - Lindbergh
Alfie Byrne,2376,100967,100967 - Golden Leaf
Lacie McGillivrie,2325,100966,100966 - Dorton
Sherman Boustead,2302,100965,100965 - Golf View
Steve Paal,2367,100965,100965 - Golf View
Kippy Fellows,2323,100964,100964 - Meadow Ridge
Ashley Roblett,2491,100963,100963 - Weeping Birch
Oberon Fuller,2610,100962,100962 - Havey
Corenda Kerwin,2596,100961,100961 - Lerdahl
Pooh Posner,2049,100960,100960 - Merry
Yasmeen Woolard,2380,100959,100959 - Bunker Hill
Hallsy Thaw,2351,100958,100958 - Coleman
Albie Petracchi,2361,100957,100957 - Nelson
Roderick Le Gallo,2587,100956,100956 - Canary
Mitchel Blood,2687,100955,100955 - Mifflin
Melisande Olliar,2561,100954,100954 - Village Green
Toma Klampt,2544,100953,100953 - Crescent Oaks
Elianore Saturley,2388,100952,100952 - Mayer
Genia Fawthorpe,2257,100951,100951 - Warner
Chrissy Shields,2008,100950,100950 - Nancy
Fabiano Petett,2522,100949,100949 - Bartillon
Court Harrowell,2691,100948,100948 - Mandrake
Catharina Pletts,2223,100947,100947 - Montana
Giavani Filippyev,2399,100946,100946 - Mesta
Theodor Jeannel,2089,100945,100945 - Corscot
Nico Petchey,2216,100944,100944 - Washington
Elianore Saturley,2388,100943,100943 - Mcbride
Alister Barrick,2526,100942,100942 - Judy
Ruthi Copozio,2512,100941,100941 - Birchwood
Hollis Lawden,2130,100940,100940 - Hanson
Wrennie Yuryatin,2242,100939,100939 - Jackson
Hoyt Reimers,2318,100938,100938 - Artisan
Moishe Alleburton,2180,100937,100937 - Hovde
Roderick Le Gallo,2587,100936,100936 - Portage
Xena Graine,2143,100935,100935 - Lawn
Rudolf Jellett,2400,100934,100934 - Vermont
Maye Deuss,2353,100933,100933 - Bobwhite
Bianca Bonnick,2548,100932,100932 - Heath
Petunia Fonzo,2601,100931,100931 - John Wall
Sorcha Kersley,2442,100930,100930 - Holy Cross
Wang Karby,2259,100929,100929 - Continental
Rachelle Marguerite,2484,100928,100928 - Fordem
Anni Konke,2546,100927,100927 - Gale
Devan Christophers,2269,100926,100926 - Vera
Xena Graine,2143,100926,100926 - Vera
Stanislas Caughte,2560,100925,100925 - Fairfield
Xena Graine,2143,100924,100924 - Mesta
Sherill Conti,2106,100923,100923 - Debra
Blinni Muddle,2483,100922,100922 - Nancy
Joel Thomelin,2080,100921,100921 - Meadow Vale
Bret Seeking,2117,100920,100920 - Westport
Roobbie Allderidge,2015,100919,100919 - Commercial
Wilfrid Chancellor,2542,100918,100918 - Anhalt
Em Sangster,2236,100917,100917 - Park Meadow
Wilfrid Chancellor,2542,100916,100916 - Bellgrove
Antone Hellwing,2183,100915,100915 - Harbort
Hugues Maddaford,2644,100914,100914 - Carpenter
Shanta Stammers,2660,100913,100913 - Hallows
Bret Seeking,2117,100912,100912 - Saint Paul
Bret Seeking,2117,100911,100911 - Granby
Em Sangster,2236,100910,100910 - Moulton
Yasmeen Woolard,2380,100909,100909 - Bashford
Pincus Hender,2540,100908,100908 - 4th
Aindrea Clapperton,2439,100907,100907 - Granby
Ferd Fairweather,2455,100906,100906 - Morning
Melisande Olliar,2561,100905,100905 - Independence
Douglass Baake,2364,100904,100904 - Clemons
Krystal McKeevers,2645,100903,100903 - Raven
Gabey Folkard,2136,100902,100902 - Mariners Cove
Moina Czyz,2336,100901,100901 - Laurel
Lida Gallelli,2006,100900,100900 - Forster
Elianore Saturley,2388,100899,100899 - Del Mar
Laird O'Brogane,2468,100898,100898 - Lakewood
Florie Phythian,2534,100897,100897 - Jenna
Giavani Filippyev,2399,100896,100896 - Comanche
Selia Woolerton,2443,100895,100895 - Kim
Marco Jozwicki,2425,100894,100894 - Scott
Aindrea Clapperton,2439,100893,100893 - Saint Paul
Jeralee Keen,2476,100892,100892 - Russell
Winnah Stobo,2213,100891,100891 - Holy Cross
Batsheva Broadstock,2689,100890,100890 - Blue Bill Park
Chrisy Buscher,2018,100889,100889 - Columbus
Jae Mailey,2201,100888,100888 - Reinke
Kerby Whawell,2396,100887,100887 - Manley
Carleton Korpolak,2268,100886,100886 - Goodland
Jannelle O'Cosgra,2649,100885,100885 - Saint Paul
Nowell Everill,2118,100884,100884 - Hoard
Dione Gorvin,2192,100883,100883 - Atwood
Kippy Fellows,2323,100882,100882 - Kinsman
Stanwood Kleszinski,2460,100881,100881 - Debs
Nico Petchey,2216,100880,100880 - Fisk
Willyt Beazley,2099,100879,100879 - Lukken
Patricia Howick,2620,100878,100878 - Oxford
Pippo Coldman,2533,100877,100877 - Weeping Birch
Porter Rein,2646,100876,100876 - Lawn
Evita Perrelli,2340,100875,100875 - Meadow Vale
Jeralee Keen,2476,100874,100874 - Center
Paola Guillain,2313,100873,100873 - Talisman
Egbert Tissier,2372,100872,100872 - Eliot
Maye Deuss,2353,100871,100871 - Bunker Hill
Carleton Korpolak,2268,100870,100870 - Homewood
Jayson Lattin,2004,100869,100869 - Mallard
Court Harrowell,2691,100868,100868 - Vernon
Paola Guillain,2313,100867,100867 - Schiller
Mattias Neeves,2031,100866,100866 - Carioca
Goldina Garred,2150,100865,100865 - Eliot
Bari Leavesley,2181,100864,100864 - Charing Cross
Kory Stoyle,2116,100863,100863 - Carpenter
Kerby Whawell,2396,100862,100862 - Bluejay
Jobi Mourgue,2441,100861,100861 - Holy Cross
Brett Yukhnini,2310,100860,100860 - Hollow Ridge
Yanaton Yegorkov,2401,100859,100859 - Ramsey
Windy Duggleby,2504,100858,100858 - Burning Wood
Lewiss Al Hirsi,2583,100857,100857 - Meadow Valley
Valerye Marthen,2452,100856,100856 - Oneill
Jeffry Chitham,2020,100855,100855 - Larry
Genia Fawthorpe,2257,100854,100854 - Old Gate
Ava Cawte,2072,100853,100853 - Cambridge
Reid Ireson,2606,100852,100852 - Mitchell
Shep Wolton,2056,100851,100851 - Bunting
Alfie Byrne,2376,100850,100850 - Union
Jannelle O'Cosgra,2649,100849,100849 - Hagan
Dion Huggan,2406,100848,100848 - Tennyson
Dion Huggan,2406,100847,100847 - Chinook
Chester Lilie,2685,100846,100846 - Scofield
Jerrylee Learman,2084,100845,100845 - Swallow
Carolynn Zannuto,2482,100844,100844 - Sutteridge
Artemis Duncombe,2322,100843,100843 - Meadow Ridge
Walden Shirley,2508,100842,100842 - Glacier Hill
Sigismond Lednor,2298,100841,100841 - Fairfield
Ave Luc,2206,100840,100840 - Blaine
Sam Pye,2663,100839,100839 - Saint Paul
Analise Nealey,2170,100838,100838 - Clemons
Gar Jeakins,2098,100837,100837 - Hagan
Maurene Lamb-shine,2042,100836,100836 - Continental
Carly Randleson,2381,100835,100835 - Hayes
Maye Deuss,2353,100834,100834 - Homewood
Roderick Le Gallo,2587,100833,100833 - Utah
Alfie Byrne,2376,100832,100832 - Nevada
Devland Hulks,2243,100831,100831 - 8th
Catie Negus,2580,100831,100831 - 8th
Bari Leavesley,2181,100830,100830 - Sunfield
Jae Mailey,2201,100829,100829 - Waxwing
Pip Spittle,2023,100828,100828 - Kropf
Rowena Mudle,2539,100827,100827 - Algoma
Pincus Hender,2540,100826,100826 - Warrior
Bay Bruckental,2418,100825,100825 - Sachtjen
Ann-marie Tyers,2592,100824,100824 - Scott
Karrie Greenway,2584,100823,100823 - Pennsylvania
Court Harrowell,2691,100822,100822 - Schlimgen
Moina Czyz,2336,100821,100821 - Moose
Giustino Bour,2552,100820,100820 - Colorado
Goldy Durber,2637,100819,100819 - Homewood
Petunia Fonzo,2601,100818,100818 - Corry
Natalee Gadney,2272,100817,100817 - Coleman
Sigismond Lednor,2298,100816,100816 - Scofield
Rudolf Jellett,2400,100815,100815 - Judy
Pippo Coldman,2533,100814,100814 - Macpherson
Ailee Kobpac,2017,100813,100813 - Dwight
Mureil Olive,2285,100812,100812 - 5th
Auroora Yonnie,2232,100811,100811 - Armistice
Sybil L' Estrange,2619,100810,100810 - Becker
Bondie Elder,2040,100809,100809 - Kim
Margaretta Davley,2595,100808,100808 - Anhalt
Kippy Fellows,2323,100807,100807 - Dorton
Willi Botte,2481,100806,100806 - Myrtle
Betta Andell,2505,100805,100805 - Oak Valley
Heinrik Menichelli,2254,100805,100805 - Oak Valley
Egbert Tissier,2372,100804,100804 - Washington
Enrika Terrelly,2125,100803,100803 - Anzinger
Ben Ragot,2104,100802,100802 - Messerschmidt
Lewiss Al Hirsi,2583,100801,100801 - Kennedy
Quinn Aaronsohn,2212,100800,100800 - Jackson
Gibby Dash,2119,100799,100799 - Bartillon
Kerby Whawell,2396,100798,100798 - Mitchell
Wyatt Axford,2059,100797,100797 - Spenser
Theodor Jeannel,2089,100796,100796 - Toban
Sam Pye,2663,100795,100795 - Namekagon
Ariel O'Kerin,2655,100794,100794 - Bartillon
Patricia Howick,2620,100793,100793 - Jackson
Cletis Allmark,2234,100792,100792 - North
Derk Desseine,2641,100791,100791 - Dawn
Barrie Jakab,2169,100790,100790 - Nelson
Ewan Mingaye,2144,100789,100789 - Lillian
Karrie Greenway,2584,100788,100788 - Anhalt
Nowell Everill,2118,100787,100787 - Hermina
Norene Vasenin,2488,100786,100786 - Forest Dale
Archy Janos,2373,100785,100785 - Cambridge
Moina Czyz,2336,100784,100784 - Boyd
Estevan Wollen,2416,100783,100783 - Clyde Gallagher
Erastus Pallasch,2614,100782,100782 - Crownhardt
Gar Jeakins,2098,100781,100781 - Fairview
Devland Hulks,2243,100780,100780 - Mesta
Shoshanna Stirland,2517,100779,100779 - Bluejay
Shoshanna Stirland,2517,100778,100778 - Twin Pines
Shoshanna Stirland,2517,100777,100777 - Sunbrook
Shoshanna Stirland,2517,100776,100776 - Stephen
Goldina Garred,2150,100775,100775 - Lakewood Gardens
Gunar Priddey,2568,100774,100774 - Gulseth
Stormi Stratz,2480,100773,100773 - Grayhawk
Damita Nutbrown,2676,100772,100772 - Farragut
Reese Gasnell,2245,100771,100771 - Norway Maple
Bernita Telling,2146,100770,100770 - Truax
Falkner Tison,2668,100770,100770 - Truax
Ezekiel Harcase,2231,100769,100769 - Londonderry
Mitchel Blood,2687,100768,100768 - Miller
Jeralee Keen,2476,100767,100767 - Monterey
Batsheva Broadstock,2689,100766,100766 - Vera
Rahal Grantham,2222,100765,100765 - Knutson
Paola Guillain,2313,100764,100764 - La Follette
Sheila Cockings,2122,100763,100763 - Paget
Rickie Troke,2061,100762,100762 - Vidon
Alister Barrick,2526,100761,100761 - Old Gate
Farrel Simanek,2339,100760,100760 - Mcbride
Breanne Klisch,2058,100759,100759 - Autumn Leaf
Melloney Timcke,2362,100758,100758 - Graceland
Ben Ouchterlony,2264,100757,100757 - Duke
Ottilie Matteini,2307,100756,100756 - New Castle
Lexine Callis,2537,100756,100756 - New Castle
Eryn Tathacott,2320,100755,100755 - Packers
Eryn Tathacott,2320,100754,100754 - Maywood
Wang Karby,2259,100753,100753 - Dawn
Pooh Posner,2049,100752,100752 - Tennyson
Pincus Hender,2540,100751,100751 - Westridge
Corenda Kerwin,2596,100750,100750 - Elmside
Hugues Maddaford,2644,100749,100749 - Mayfield
Klara Parcall,2427,100748,100748 - Talmadge
Egbert Tissier,2372,100747,100747 - Spaight
Nanice Langhorne,2046,100746,100746 - Blaine
Percival Winchester,2179,100745,100745 - Cordelia
Der Nelius,2622,100744,100744 - Walton
Tadeo Maving,2578,100744,100744 - Walton
Fayette Tolworthie,2554,100743,100743 - Quincy
Levin Stroder,2139,100742,100742 - Menomonie
Abbi Sher,2035,100741,100741 - Harbort
Sigismond Lednor,2298,100740,100740 - Main
Anselma Glancey,2671,100739,100739 - Toban
Yasmeen Woolard,2380,100738,100738 - Wayridge
Dreddy Stoltz,2613,100737,100737 - Pankratz
Auroora Yonnie,2232,100736,100736 - Meadow Valley
Lyndel Farrear,2105,100735,100735 - Clarendon
Regan Cope,2249,100734,100734 - Bartelt
Leena Deuss,2591,100733,100733 - Schiller
Alister Barrick,2526,100732,100732 - Superior
Cale Opdenorth,2041,100731,100731 - Golf
Hugues Maddaford,2644,100730,100730 - Parkside
Jeralee Keen,2476,100729,100729 - Kropf
Jannelle O'Cosgra,2649,100728,100728 - Starling
Steve Paal,2367,100727,100727 - Forest
Sherman Boustead,2302,100727,100727 - Forest
Delainey Kanter,2294,100726,100726 - Charing Cross
Bret Seeking,2117,100725,100725 - Leroy
Kory Stoyle,2116,100724,100724 - Lighthouse Bay
Blanch Warland,2567,100723,100723 - Tennessee
Dunstan Blandamore,2129,100722,100722 - Blackbird
Bari Leavesley,2181,100721,100721 - Bultman
Giustino Bour,2552,100720,100720 - Ohio
Kippy Fellows,2323,100719,100719 - Kings
Suzie Hustings,2385,100718,100718 - Karstens
Nowell Everill,2118,100717,100717 - Comanche
Nowell Everill,2118,100716,100716 - Atwood
Lyndel Farrear,2105,100715,100715 - Ronald Regan
Yasmeen Woolard,2380,100714,100714 - Grayhawk
Norina Liggins,2101,100713,100713 - Delaware
Mavra Mackneis,2421,100712,100712 - Schiller
Oberon Fuller,2610,100711,100711 - Northfield
Douglass Baake,2364,100710,100710 - Shasta
Kippy Fellows,2323,100709,100709 - New Castle
Elvin Leonida,2391,100708,100708 - Huxley
Maxim Bursnell,2440,100707,100707 - Stuart
Bonnie Rosengarten,2003,100706,100706 - Old Gate
Winni Graith,2147,100705,100705 - Summer Ridge
Kerby Whawell,2396,100704,100704 - Mesta
Ann-marie Tyers,2592,100703,100703 - Elgar
Kerby Whawell,2396,100702,100702 - Westerfield
Concettina Poultney,2556,100701,100701 - Debra
Elianore Saturley,2388,100700,100700 - Merrick
Atalanta Beaty,2616,100699,100699 - Schiller
Elaina Trevaskus,2237,100698,100698 - Golf View
Barrie Jakab,2169,100697,100697 - Superior
Penny Coxen,2524,100696,100696 - Grover
Mattias Neeves,2031,100695,100695 - Carey
Germaine Ower,2039,100694,100694 - Red Cloud
Percival Winchester,2179,100693,100693 - Northland
Fayette Tolworthie,2554,100692,100692 - Mayfield
Antone Hellwing,2183,100691,100691 - Forest Run
Albie Petracchi,2361,100690,100690 - Vera
Kerby Whawell,2396,100689,100689 - Becker
Dunstan Blandamore,2129,100688,100688 - Debs
Alfie Byrne,2376,100687,100687 - Valley Edge
Mavra Mackneis,2421,100687,100687 - Valley Edge
Corenda Kerwin,2596,100686,100686 - Sage
Eziechiele Oliffe,2079,100685,100685 - Bultman
Albie Petracchi,2361,100684,100684 - Clemons
Abbi Sher,2035,100683,100683 - Duke
Abbi Sher,2035,100682,100682 - Goodland
Vi Brearty,2199,100681,100681 - Forest Run
Brier Clancy,2686,100681,100681 - Forest Run
